DrugId|Drugname|ShortTranslation
28103682604|Simvastatin "Hexal"|1 tablet aften|S
28103683704|Tramadol Retard "Hexal"|1 tablet morgen og aften|S
28103683704|Tramadol Retard "Hexal"|2 tabletter morgen og aften|S
28103683804|Tramadol Retard "Hexal"|1 tablet morgen og aften|S
28103683904|Tramadol Retard "Hexal"|1 tablet morgen og aften|S
28103686004|Abilify|1 tablet daglig|S
28103686004|Abilify|3 tabletter 1 gang daglig|S
28103686004|Abilify|2 tabletter 1 gang daglig|S
28103686104|Abilify|2 tabletter 1 gang daglig|S
28103686104|Abilify|1 tablet daglig|S
28103690104|Fucicort Lipid|1 påsmøring 2 gange daglig|S
28103690104|Fucicort Lipid|1 påsmøring 3 gange daglig|S
28103690604|Clindoxyl|1 påsmøring før sengetid|S
28103691504|Fucidin|1 påsmøring 2 gange daglig|S
28103691504|Fucidin|1 påsmøring 3 gange daglig|S
28103699304|Crestor|2 tabletter 1 gang daglig|S
28103699304|Crestor|2 tabletter 1 gang daglig|S
28103699304|Crestor|1 tablet daglig|S
28103699304|Crestor|3 tabletter 1 gang daglig|S
28103699304|Crestor|4 tabletter 1 gang daglig|S
28103701004|Niddazol|2 kapsler 1 gang daglig i 3 uger|S
28103701004|Niddazol|1 kapsel daglig efter et måltid|S
28103701004|Niddazol|2 kapsler 2 gange daglig efter et måltid|S
28103701004|Niddazol|2 kapsler 1 gang daglig efter et måltid|S
28103701004|Niddazol|2 kapsler 1 gang daglig i 1 uge efter et måltid|S
28103701004|Niddazol|1 kapsel 1 gang daglig i 26 dage efter et måltid|S
28103701004|Niddazol|1 kapsel 1 gang daglig i 3 uger efter et måltid|S
28103701004|Niddazol|1 kapsel 1 gang daglig i 2 uger efter et måltid|S
28103701004|Niddazol|2 kapsler 1 gang daglig efter et måltid, i 3 måneder|S
28103701004|Niddazol||S
28103701004|Niddazol|2 kapsler 1 gang daglig i 3 dage efter et måltid|S
28103701004|Niddazol||S
28103701004|Niddazol|2 kapsler 2 gange efter et måltid|S
28103701004|Niddazol|2 kapsler 2 gange daglig i 1 uge efter et måltid|S
28103702404|Dolenio|1 tablet daglig|S
28103704104|Terbinafin "Actavis"|1/2 tablet daglig|S
28103704104|Terbinafin "Actavis"|1 tablet daglig|S
28103707704|Alvesco|1 pust aften|S
28103707704|Alvesco|1 pust daglig|S
28103707804|Alvesco|1 pust aften|S
28103707804|Alvesco|1 pust daglig|S
28103709604|Pravastatinnatrium "Teva"|1/2 tablet før sengetid|S
28103709604|Pravastatinnatrium "Teva"|2 tabletter før sengetid|S
28103709604|Pravastatinnatrium "Teva"|1 tablet før sengetid|S
28103709704|Pravastatinnatrium "Teva"|1 tablet før sengetid|S
28103709704|Pravastatinnatrium "Teva"|1/2 tablet før sengetid|S
28103709704|Pravastatinnatrium "Teva"|1 tablet aften|S
28103711503|Yentreve|2 kapsler 2 gange daglig|S
28103711804|Lactulose "MIP"|3 ml 1 gang daglig|S
28103711804|Lactulose "MIP"|30 ml 1 gang daglig|S
28103711804|Lactulose "MIP"|15 ml 1 gang daglig|S
28103711804|Lactulose "MIP"|5 ml 1 gang daglig|S
28103711804|Lactulose "MIP"|10 ml 1 gang daglig|S
28103711904|Bonviva|1 tablet 1 gang om måneden|S
28103712804|Ciprofloxacin "BMM Pharma"|1 tablet 1 gang|S
28103712804|Ciprofloxacin "BMM Pharma"|1 tablet 2 gange daglig|S
28103713404|Femanor|1 tablet daglig|S
28103716804|Gabapentin "Orifarm"|1 kapsel 3 gange daglig|S
28103716804|Gabapentin "Orifarm"|3 kapsler 3 gange daglig|S
28103716804|Gabapentin "Orifarm"|1 kapsel 2 gange daglig|S
28103716804|Gabapentin "Orifarm"|2 kapsler 3 gange daglig|S
28103716804|Gabapentin "Orifarm"|1 kapsel daglig|S
28103716904|Gabapentin "Orifarm"|3 kapsler 3 gange daglig|S
28103716904|Gabapentin "Orifarm"|2 kapsler 3 gange daglig|S
28103716904|Gabapentin "Orifarm"|1 kapsel 2 gange daglig|S
28103716904|Gabapentin "Orifarm"|1 kapsel 3 gange daglig|S
28103716904|Gabapentin "Orifarm"|1 kapsel daglig|S
28103718304|Terbinafin "Hexal"|1/2 tablet daglig|S
28103718304|Terbinafin "Hexal"|1 tablet daglig|S
28103718504|Mirtazapin "KRKA"|1 tablet daglig|S
28103718504|Mirtazapin "KRKA"|2 tabletter 1 gang daglig|S
28103718504|Mirtazapin "KRKA"|1 tablet 2 gange daglig|S
28103718504|Mirtazapin "KRKA"|3 tabletter 1 gang daglig|S
28103718504|Mirtazapin "KRKA"|1 tablet før sengetid|S
28103718604|Mirtazapin "KRKA"|1 1/2 tabletter før sengetid|S
28103718604|Mirtazapin "KRKA"|1/2 tablet før sengetid|S
28103718604|Mirtazapin "KRKA"|1 1/2 tabletter 1 gang daglig|S
28103718604|Mirtazapin "KRKA"|1 tablet før sengetid|S
28103718604|Mirtazapin "KRKA"|1/2 tablet 2 gange daglig|S
28103718604|Mirtazapin "KRKA"|1 tablet daglig|S
28103718704|Mirtazapin "KRKA"|1 tablet før sengetid|S
28103722204|Lamotrigin "1A Farma"|1 tablet hver 2. dag|S
28103722204|Lamotrigin "1A Farma"|3 tabletter 2 gange daglig|S
28103722204|Lamotrigin "1A Farma"|4 tabletter 2 gange daglig|S
28103722204|Lamotrigin "1A Farma"|2 tabletter 2 gange daglig|S
28103722204|Lamotrigin "1A Farma"|1 tablet daglig|S
28103722204|Lamotrigin "1A Farma"|2 tabletter 1 gang daglig|S
28103722204|Lamotrigin "1A Farma"|1 tablet 2 gange daglig|S
28103722304|Lamotrigin "1A Farma"|2 tabletter 1 gang daglig|S
28103722304|Lamotrigin "1A Farma"|3 tabletter 1 gang daglig|S
28103722304|Lamotrigin "1A Farma"|4 tabletter 1 gang daglig|S
28103722304|Lamotrigin "1A Farma"|1 tablet 2 gange daglig|S
28103722304|Lamotrigin "1A Farma"|2 tabletter 2 gange daglig|S
28103722404|Lamotrigin "1A Farma"|1 tablet daglig|S
28103722404|Lamotrigin "1A Farma"|2 tabletter 1 gang daglig|S
28103722404|Lamotrigin "1A Farma"|1 tablet 2 gange daglig|S
28103722504|Lamotrigin "1A Farma"|1 tablet daglig|S
28103724904|Terbinafin "Stada"|2 tabletter 1 gang daglig|S
28103724904|Terbinafin "Stada"|1 tablet daglig|S
28103725004|Terbinafin "Stada"|1/2 tablet daglig|S
28103725004|Terbinafin "Stada"|1 tablet daglig|S
28103728304|Finasterid "Sandoz"|1 tablet daglig|S
28103728904|Cetirizin "BMM Pharma"|1/2 tablet daglig|S
28103728904|Cetirizin "BMM Pharma"|1/2 tablet 2 gange daglig|S
28103728904|Cetirizin "BMM Pharma"|1 tablet daglig|S
28103729404|Enalapril-HClthiazid "Krka"|1/2 tablet daglig|S
28103729404|Enalapril-HClthiazid "Krka"|1 tablet daglig|S
28103729404|Enalapril-HClthiazid "Krka"|2 tabletter 1 gang daglig|S
28103729704|Metoprololsuccinat "Hexal"|2 tabletter 1 gang daglig|N
28103729704|Metoprololsuccinat "Hexal"|2 tabletter morgen ved et måltid|N
28103729804|Metoprololsuccinat "Hexal"|1 tablet daglig|N
28103729804|Metoprololsuccinat "Hexal"|1 tablet morgen ved et måltid|N
28103729804|Metoprololsuccinat "Hexal"|2 tabletter 1 gang daglig|N
28103729804|Metoprololsuccinat "Hexal"|2 tabletter morgen ved et måltid|N
28103729904|Metoprololsuccinat "Hexal"|1/2 tablet daglig|N
28103729904|Metoprololsuccinat "Hexal"|1/2 tablet morgen ved et måltid|N
28103729904|Metoprololsuccinat "Hexal"|1 tablet daglig|N
28103729904|Metoprololsuccinat "Hexal"|1 tablet morgen ved et måltid|N
28103729904|Metoprololsuccinat "Hexal"|2 tabletter 1 gang daglig|N
28103729904|Metoprololsuccinat "Hexal"|2 tabletter morgen ved et måltid|N
28103730004|Metoprololsuccinat "Hexal"|1 tablet daglig|S
28103730004|Metoprololsuccinat "Hexal"|1 tablet morgen ved et måltid|S
28103730104|Metoprololsuccinat "Hexal"|1/2 tablet daglig|S
28103730104|Metoprololsuccinat "Hexal"|1/2 tablet morgen ved et måltid|S
28103730104|Metoprololsuccinat "Hexal"|1 tablet daglig|S
28103730104|Metoprololsuccinat "Hexal"|1 tablet morgen ved et måltid|S
28103733204|Fosavance|1 tablet morgen mandag hver uge, mindst 30 min før morgenmaden|S
28103733804|Sertralin "KRKA"|3 tabletter 1 gang daglig|S
28103733804|Sertralin "KRKA"|1/2 tablet daglig|S
28103733804|Sertralin "KRKA"|1 tablet daglig|S
28103733804|Sertralin "KRKA"|1 1/2 tabletter 1 gang daglig|S
28103733804|Sertralin "KRKA"|2 tabletter 1 gang daglig|S
28103733904|Sertralin "KRKA"|1/2 tablet daglig|S
28103733904|Sertralin "KRKA"|1 tablet daglig|S
28103733904|Sertralin "KRKA"|2 tabletter 1 gang daglig|S
28103736104|Efexor Depot|2 kapsler 1 gang daglig|S
28103736104|Efexor Depot|1 kapsel daglig|S
28103736104|Efexor Depot|3 kapsler 1 gang daglig til et måltid|S
28103736104|Efexor Depot|3 kapsler 1 gang daglig|S
28103736104|Efexor Depot|1 kapsel daglig til et måltid|S
28103736104|Efexor Depot|2 kapsler 1 gang daglig til et måltid|S
28103736904|Spersadex Comp.|1 dråbe 3 gange daglig i højre øje|S
28103736904|Spersadex Comp.|1 dråbe 3 gange daglig i venstre øje|S
28103736904|Spersadex Comp.|1 dråbe 3 gange daglig i begge øjne|S
28103736904|Spersadex Comp.|1 dråbe 4 gange daglig i højre øje|S
28103736904|Spersadex Comp.|1 dråbe 4 gange daglig i venstre øje|S
28103736904|Spersadex Comp.|1 dråbe 4 gange daglig i begge øjne|S
28103736904|Spersadex Comp.|1 dråbe 5 gange daglig i højre øje|S
28103736904|Spersadex Comp.|1 dråbe 5 gange daglig i venstre øje|S
28103736904|Spersadex Comp.|1 dråbe 5 gange daglig i begge øjne|S
28103738804|Neupro|1 plaster daglig|S
28103738904|Neupro|1 plaster daglig|S
28103739004|Neupro|1 plaster daglig|S
28103739104|Neupro|1 plaster daglig|S
28103739804|Risperidon "Sandoz"|1 tablet 2 gange daglig|S
28103739804|Risperidon "Sandoz"|2 tabletter 2 gange daglig|S
28103739804|Risperidon "Sandoz"|1/2 tablet 2 gange daglig|S
28103739804|Risperidon "Sandoz"|1 tablet daglig|S
28103739804|Risperidon "Sandoz"|2 tabletter 1 gang daglig|S
28103739904|Risperidon "Sandoz"|1 tablet daglig|S
28103739904|Risperidon "Sandoz"|2 tabletter 1 gang daglig|S
28103739904|Risperidon "Sandoz"|1 tablet 2 gange daglig|S
28103739904|Risperidon "Sandoz"|2 tabletter 2 gange daglig|S
28103740004|Risperidon "Sandoz"|1 tablet daglig|S
28103740004|Risperidon "Sandoz"|2 tabletter 1 gang daglig|S
28103740004|Risperidon "Sandoz"|1 tablet 2 gange daglig|S
28103741804|Carvedilol "Teva"|8 tabletter 1 gang daglig|S
28103741804|Carvedilol "Teva"|8 tabletter 2 gange daglig|S
28103741904|Carvedilol "Teva"|4 tabletter 1 gang daglig|S
28103741904|Carvedilol "Teva"|4 tabletter 2 gange daglig|S
28103742004|Carvedilol "Teva"|2 tabletter 1 gang daglig|S
28103742004|Carvedilol "Teva"|2 tabletter 2 gange daglig|S
28103742104|Carvedilol "Teva"|1 tablet daglig|S
28103742104|Carvedilol "Teva"|1 tablet 2 gange daglig|S
28103742804|Lamotrigin "Stada"|4 tabletter 2 gange daglig|S
28103742804|Lamotrigin "Stada"|1 tablet daglig|S
28103742804|Lamotrigin "Stada"|2 tabletter 2 gange daglig|S
28103742804|Lamotrigin "Stada"|1 tablet 2 gange daglig|S
28103742804|Lamotrigin "Stada"|3 tabletter 2 gange daglig|S
28103742904|Lamotrigin "Stada"|1 tablet hver 2. dag|S
28103742904|Lamotrigin "Stada"|1 tablet daglig|S
28103742904|Lamotrigin "Stada"|1 tablet 2 gange daglig|S
28103743004|Lamotrigin "Stada"|2 tabletter 1 gang daglig|S
28103743004|Lamotrigin "Stada"|3 tabletter 1 gang daglig|S
28103743004|Lamotrigin "Stada"|4 tabletter 1 gang daglig|S
28103743004|Lamotrigin "Stada"|1 tablet 2 gange daglig|S
28103743004|Lamotrigin "Stada"|2 tabletter 2 gange daglig|S
28103743104|Lamotrigin "Stada"|1 tablet daglig|S
28103743104|Lamotrigin "Stada"|2 tabletter 1 gang daglig|S
28103743104|Lamotrigin "Stada"|1 tablet 2 gange daglig|S
28103743204|Lamotrigin "Stada"|1 tablet daglig|S
28103744304|Zopiclon "Stada"|1 tablet daglig før sengetid|S
28103746004|Terbistad|1 påsmøring 2 gange daglig|S
28103746004|Terbistad|1 påsmøring 1 gang daglig i 2 uger|S
28103746004|Terbistad|1 påsmøring 1 gang daglig i 1 uge|S
28103748004|Terbinafin "Orifarm"|1/2 tablet daglig|S
28103748004|Terbinafin "Orifarm"|1 tablet daglig|S
28103756104|Lamotrigin "1A Farma"|2 tabletter 1 gang daglig|S
28103756104|Lamotrigin "1A Farma"|3 tabletter 1 gang daglig|S
28103756104|Lamotrigin "1A Farma"|4 tabletter 1 gang daglig|S
28103756104|Lamotrigin "1A Farma"|1 tablet 2 gange daglig|S
28103756104|Lamotrigin "1A Farma"|2 tabletter 2 gange daglig|S
28103756204|Lamotrigin "1A Farma"|1 tablet daglig|S
28103756204|Lamotrigin "1A Farma"|2 tabletter 1 gang daglig|S
28103756204|Lamotrigin "1A Farma"|1 tablet 2 gange daglig|S
28103756304|Lamotrigin "1A Farma"|1 tablet daglig|S
28103756404|Coversyl Novum|1 tablet daglig før morgenmaden|S
28103756404|Coversyl Novum|4 tabletter morgen før morgenmaden|S
28103756404|Coversyl Novum|3 tabletter morgen før morgenmaden|S
28103756404|Coversyl Novum|2 tabletter morgen før morgenmaden|S
28103756504|Coversyl Novum|1 tablet daglig før morgenmaden|S
28103756504|Coversyl Novum|2 tabletter morgen før morgenmaden|S
28103756604|Coversyl Novum|1 tablet daglig før morgenmaden|S
28103756704|Foradil HFA|2 pust 2 gange daglig|S
28103756704|Foradil HFA|1 pust 2 gange daglig|S
28103756704|Foradil HFA|2 pust 2 gange daglig|S
28103756704|Foradil HFA|2 pust efter behov ved anfald|S
28103756704|Foradil HFA|1 pust efter behov ved anfald|S
28103756704|Foradil HFA|1 pust efter behov før anstrengelse|S
28103756704|Foradil HFA|1 pust 2 gange daglig|S
28103757104|Crestor|1 tablet daglig|S
28103757104|Crestor|2 tabletter 1 gang daglig|S
28103758404|Proctosedyl|1 påsmøring 3 gange daglig|S
28103758404|Proctosedyl|1 påsmøring 2 gange daglig|S
28103759904|Hydrea|Dosering efter skriftlig anvisning|S
28103760404|Durogesic|1 plaster hver 3. dag|S
28103761004|Revatio|1 tablet 3 gange daglig|S
28103761604|Spirocort Turbuhaler|2 sug 2 gange daglig|S
28103761604|Spirocort Turbuhaler|1 sug daglig|S
28103761604|Spirocort Turbuhaler|2 sug 2 gange daglig|S
28103761604|Spirocort Turbuhaler|1 sug 2 gange daglig|S
28103761604|Spirocort Turbuhaler|1 sug daglig|S
28103761604|Spirocort Turbuhaler|1 sug 2 gange daglig|S
28103762705|Metformin "Stada"|1/2 tablet 2 gange daglig ved et måltid|S
28103762705|Metformin "Stada"|1/2 tablet 3 gange daglig ved et måltid|S
28103762705|Metformin "Stada"|1 tablet 3 gange daglig ved et måltid|S
28103763404|Finigen|1 påsmøring 2 gange daglig|S
28103763404|Finigen|1 påsmøring 1 gang daglig i 2 uger|S
28103763404|Finigen|1 påsmøring 1 gang daglig i 1 uge|S
28103764205|Diovan|1/2 tablet 2 gange daglig|S
28103764205|Diovan|1 tablet 2 gange daglig|S
28103764205|Diovan|2 tabletter 2 gange daglig|S
28103765004|Abilify|30 ml 1 gang daglig|S
28103765004|Abilify|15 ml 1 gang daglig|S
28103765004|Abilify|10 ml 1 gang daglig|S
28103772305|Klarigen|1 pust 2 gange daglig i begge næsebor|S
28103772305|Klarigen|1 pust 3 gange daglig i begge næsebor|S
28103775005|Tizanidin "Orifarm"|1/2 tablet 3 gange daglig|S
28103775005|Tizanidin "Orifarm"|2 tabletter 3 gange daglig|S
28103775005|Tizanidin "Orifarm"|1 tablet 3 gange daglig|S
28103775005|Tizanidin "Orifarm"|2 tabletter 4 gange daglig|S
28103776405|Methotrexat "Sandoz"|6 tabletter mandag hver uge|S
28103776405|Methotrexat "Sandoz"|5 tabletter mandag hver uge|S
28103776405|Methotrexat "Sandoz"|4 tabletter mandag hver uge|S
28103776405|Methotrexat "Sandoz"|3 tabletter mandag hver uge|S
28103776705|Pancrease MicroTabs|2 kapsler morgen, middag og aften til hvert hovedmåltid|S
28103776705|Pancrease MicroTabs|1 kapsel morgen, middag og aften til hvert måltid|S
28103778605|Alendronat "Stada"|1 tablet daglig mindst ½ time før morgenmad|S
28103778705|Alendronat "Stada"|1 tablet mandag hver uge mindst ½ time før morgenmad|S
28103778805|NorLevo|1 tablet 1 gang|S
28103779905|Formo Easyhaler|2 sug 2 gange daglig|S
28103779905|Formo Easyhaler|1 sug 2 gange daglig|S
28103781205|Lansoprazol "Stada"|1 kapsel daglig|S
28103781205|Lansoprazol "Stada"|2 kapsler 1 gang daglig|S
28103781305|Lansoprazol "Stada"|1 kapsel daglig|S
28103781305|Lansoprazol "Stada"|2 kapsler 1 gang daglig|S
28103781305|Lansoprazol "Stada"|1 kapsel 2 gange daglig|S
28103781405|Fluconazol "KRKA"|3 kapsler 1 gang daglig|S
28103781405|Fluconazol "KRKA"|1 kapsel daglig|S
28103781405|Fluconazol "KRKA"|4 kapsler 1 gang daglig|S
28103781405|Fluconazol "KRKA"|2 kapsler 1 gang daglig|S
28103781605|Fluconazol "KRKA"|1 kapsel 1 gang|S
28103781605|Fluconazol "KRKA"|2 kapsler mandag hver uge|S
28103781605|Fluconazol "KRKA"|1 kapsel mandag hver uge|S
28103781705|Fluconazol "KRKA"|2 kapsler 1 gang daglig|S
28103781705|Fluconazol "KRKA"|1 kapsel daglig|S
28103782605|Clindamycin "Alternova"|1 kapsel 4 gange daglig|S
28103782605|Clindamycin "Alternova"|2 kapsler 3 gange daglig|S
28103782605|Clindamycin "Alternova"|1 kapsel 3 gange daglig|S
28103782605|Clindamycin "Alternova"|1 kapsel 2 gange daglig|S
28103782805|Asacol|Dosering efter skriftlig anvisning|S
28103785105|Naltrexon "AOP"|1 tablet daglig|S
28103785705|Lansoprazol "Actavis"|1 kapsel daglig|S
28103785705|Lansoprazol "Actavis"|2 kapsler 1 gang daglig|S
28103785805|Lansoprazol "Actavis"|2 kapsler 1 gang daglig|S
28103785805|Lansoprazol "Actavis"|1 kapsel daglig|S
28103785805|Lansoprazol "Actavis"|1 kapsel 2 gange daglig|S
28103789105|Lansoprazol "KRKA"|2 kapsler 1 gang daglig|S
28103789105|Lansoprazol "KRKA"|1 kapsel daglig|S
28103789205|Lansoprazol "KRKA"|1 kapsel morgen|N
28103789205|Lansoprazol "KRKA"|1 kapsel morgen og aften ved eradikations-behandling|N
28103789205|Lansoprazol "KRKA"|2 kapsler morgen|N
28103789505|Metformin "Teva"|1 tablet 2 gange daglig ved et måltid|S
28103789505|Metformin "Teva"|1 tablet 3 gange daglig ved et måltid|S
28103789505|Metformin "Teva"|2 tabletter 3 gange daglig ved et måltid|S
28103789605|Metformin "Teva"|1 tablet 2 gange daglig ved et måltid|S
28103789605|Metformin "Teva"|1 tablet 3 gange daglig ved et måltid|S
28103791605|Vagifem|1 vaginaltablet mandag og torsdag hver uge|S
28103792405|Azithromycin "Sandoz"|1 tablet daglig i 3 dage|S
28103792405|Azithromycin "Sandoz"|2 tabletter 1 gang daglig som enkeltdosis|S
28103794805|Tobradex|1 dråbe 4 gange daglig i venstre øje|S
28103794805|Tobradex|1 dråbe 4 gange daglig i højre øje|S
28103794805|Tobradex|1 dråbe 4 gange daglig i begge øjne|S
28103794805|Tobradex|1 dråbe 3 gange daglig i begge øjne|S
28103794805|Tobradex|1 dråbe 5 gange daglig i begge øjne|S
28103794805|Tobradex|1 dråbe 5 gange daglig i højre øje|S
28103794805|Tobradex|1 dråbe 5 gange daglig i venstre øje|S
28103794805|Tobradex|1 dråbe 3 gange daglig i venstre øje|S
28103794805|Tobradex|1 dråbe 3 gange daglig i højre øje|S
28103795805|Ganfort|1 dråbe daglig i højre øje|S
28103795805|Ganfort|1 dråbe daglig i venstre øje|S
28103795805|Ganfort|1 dråbe daglig i begge øjne|S
28103795905|Gabapentin "Teva"|1 tablet 2 gange daglig|S
28103795905|Gabapentin "Teva"|2 tabletter 3 gange daglig|S
28103795905|Gabapentin "Teva"|1 tablet daglig|S
28103795905|Gabapentin "Teva"|1 tablet 3 gange daglig|S
28103800605|Androcur|1/2 tablet 3 gange daglig|S
28103800605|Androcur|2 tabletter 3 gange daglig|S
28103800605|Androcur|1 tablet 3 gange daglig|S
28103800605|Androcur|1/2 tablet 2 gange daglig|S
28103800605|Androcur|1 tablet 2 gange daglig|S
28103800605|Androcur|2 tabletter 2 gange daglig|S
28103801177|Lomudal|1 dråbe 4 gange daglig i begge øjne|S
28103801405|Kuracid|1 tablet 3 gange daglig|S
28103801405|Kuracid|1 tablet 4 gange daglig|S
28103801405|Kuracid|1 tablet 2 gange daglig|S
28103801405|Kuracid|2 tabletter før sengetid|S
28103801405|Kuracid|1 tablet før sengetid|S
28103801505|Kuracid|1 tablet før sengetid|S
28103801505|Kuracid|1 tablet 2 gange daglig|S
28103802105|Omnistad|1 kapsel daglig før morgenmåltid|S
28103802405|Masulin|1 kapsel daglig|S
28103802605|Tamsulosinhydrochlorid Actavis|1 kapsel daglig|S
28103803205|Inovelon|2 tabletter morgen og aften til et måltid|S
28103803205|Inovelon|1 tablet morgen og aften til et måltid|S
28103803305|Inovelon|2 tabletter morgen og aften til et måltid|S
28103803305|Inovelon|1 tablet morgen og aften til et måltid|S
28103803405|Inovelon|1 tablet morgen og aften til et måltid|S
28103803405|Inovelon|2 tabletter morgen og aften til et måltid|S
28103805105|Trusopt Ukonserveret|1 dråbe 3 gange daglig i begge øjne|S
28103805105|Trusopt Ukonserveret|1 dråbe 3 gange daglig i venstre øje|S
28103805105|Trusopt Ukonserveret|1 dråbe 3 gange daglig i højre øje|S
28103805105|Trusopt Ukonserveret|1 dråbe 2 gange daglig i begge øjne|S
28103805105|Trusopt Ukonserveret|1 dråbe 2 gange daglig i venstre øje|S
28103805105|Trusopt Ukonserveret|1 dråbe 2 gange daglig i højre øje|S
28103807105|Azithromycin "Teva"|1 tablet daglig i 3 dage|S
28103807705|Tamsulosin "Teva"|1 kapsel daglig før morgenmåltid|S
28103808805|DuoTrav|1 dråbe daglig i højre øje|S
28103808805|DuoTrav|1 dråbe daglig i venstre øje|S
28103808805|DuoTrav|1 dråbe daglig i begge øjne|S
28103809905|Strattera|1 kapsel morgen|S
28103809905|Strattera|1 kapsel 2 gange daglig|S
28103809905|Strattera|2 kapsler morgen|S
28103810005|Strattera|1 kapsel morgen|S
28103810005|Strattera|1 kapsel 2 gange daglig|S
28103810005|Strattera|2 kapsler morgen|S
28103810105|Strattera|1 kapsel morgen|S
28103810105|Strattera|2 kapsler morgen|S
28103810105|Strattera|1 kapsel 2 gange daglig|S
28103810205|Strattera|2 kapsler morgen|S
28103810205|Strattera|1 kapsel 2 gange daglig|S
28103810205|Strattera|1 kapsel morgen|S
28103810305|Strattera|1 kapsel 2 gange daglig|S
28103810305|Strattera|1 kapsel morgen|S
28103810305|Strattera|2 kapsler morgen|S
28103810505|Norprolac|1 tablet daglig|S
28103810505|Norprolac|2 tabletter 1 gang daglig|S
28103810605|Norprolac|1 tablet daglig|S
28103810605|Norprolac|2 tabletter 1 gang daglig|S
28103810805|Mucolysin Skovbær|1 brusetablet 3 gange daglig|S
28103810805|Mucolysin Skovbær|1 brusetablet 2 gange daglig|S
28103812705|Combigan|1 dråbe 2 gange daglig i højre øje|S
28103812705|Combigan|1 dråbe 2 gange daglig i venstre øje|S
28103812705|Combigan|1 dråbe 2 gange daglig i begge øjne|S
28103813505|EpiPen Jr.|1 engangspen efter behov ved anfald|S
28103813605|EpiPen|1 engangspen efter behov ved anfald|S
28103814605|Olmetec Plus|1 tablet daglig|S
28103814705|Olmetec Plus|1 tablet daglig|S
28103816705|Nasonex|4 pust daglig i begge næsebor|S
28103816705|Nasonex|3 pust daglig i begge næsebor|S
28103816705|Nasonex|2 pust daglig i begge næsebor|S
28103816705|Nasonex|1 pust daglig i begge næsebor|S
28103816705|Nasonex|2 pust 2 gange daglig i begge næsebor|S
28103817205|Glimepirid "KRKA"|1 tablet morgen|S
28103817205|Glimepirid "KRKA"|2 tabletter morgen|S
28103817205|Glimepirid "KRKA"|3 tabletter morgen|S
28103817205|Glimepirid "KRKA"|4 tabletter morgen|S
28103817305|Glimepirid "KRKA"|1 tablet morgen|S
28103817305|Glimepirid "KRKA"|2 tabletter morgen|S
28103817405|Glimepirid "KRKA"|1 tablet morgen|S
28103817505|Glimepirid "KRKA"|1 tablet morgen|S
28103820605|Nocutil|2 tabletter før sengetid|S
28103820605|Nocutil|1 tablet før sengetid|S
28103820605|Nocutil|2 tabletter 3 gange daglig|S
28103820605|Nocutil|1 tablet 3 gange daglig|S
28103820705|Nocutil|1 1/2 tabletter før sengetid|S
28103820705|Nocutil|2 tabletter før sengetid|S
28103820705|Nocutil|1 tablet før sengetid|S
28103820705|Nocutil|1 tablet 3 gange daglig|S
28103821705|Vesicare|2 tabletter 1 gang daglig|S
28103821705|Vesicare|1 tablet daglig|S
28103822405|Cipralex|1 tablet daglig|S
28103826805|Fluticasonpropionat "Teva"|2 pust daglig i begge næsebor|S
28103826805|Fluticasonpropionat "Teva"|1 pust daglig i begge næsebor|S
28103826805|Fluticasonpropionat "Teva"|2 pust 2 gange daglig i begge næsebor|S
28103826805|Fluticasonpropionat "Teva"|1 pust 2 gange daglig i begge næsebor|S
28103827905|Sumatriptan "GSK"||S
28103827905|Sumatriptan "GSK"|1 tablet efter behov ved anfald|S
28103828005|Sumatriptan "GSK"|1 tablet efter behov ved anfald|S
28103828005|Sumatriptan "GSK"||S
28103830005|Felodipin "Teva"|1 tablet daglig|S
28103830005|Felodipin "Teva"|2 tabletter 1 gang daglig|S
28103833505|Alendronat "Teva"|1 tablet mandag hver uge mindst ½ time før morgenmad|S
28103835705|Simvastatin "Sandoz"|4 tabletter aften|S
28103835705|Simvastatin "Sandoz"|2 tabletter aften|S
28103835705|Simvastatin "Sandoz"|1/2 tablet aften|S
28103835705|Simvastatin "Sandoz"|3 tabletter aften|S
28103835705|Simvastatin "Sandoz"|1 tablet aften|S
28103835805|Simvastatin "Sandoz"|1 tablet aften|N
28103835805|Simvastatin "Sandoz"|2 tabletter aften|N
28103835805|Simvastatin "Sandoz"|1/2 tablet aften|N
28103836005|Simvastatin "Sandoz"|1 tablet aften|N
28103836005|Simvastatin "Sandoz"|2 tabletter aften|N
28103836005|Simvastatin "Sandoz"|1/2 tablet aften|N
28103839705|Lyrica|1 kapsel 2 gange daglig|S
28103842705|Vreya|1 tablet daglig i 3 uger, herefter en uges pause|S
28103845905|Alfuzosin "Stada"|1 tablet daglig|S
28103848605|Lamotrigin "Mylan"|2 tabletter 1 gang daglig|S
28103848605|Lamotrigin "Mylan"|3 tabletter 1 gang daglig|S
28103848605|Lamotrigin "Mylan"|4 tabletter 1 gang daglig|S
28103848605|Lamotrigin "Mylan"|1 tablet 2 gange daglig|S
28103848605|Lamotrigin "Mylan"|2 tabletter 2 gange daglig|S
28103848705|Lamotrigin "Mylan"|1 tablet daglig|S
28103848705|Lamotrigin "Mylan"|2 tabletter 1 gang daglig|S
28103848705|Lamotrigin "Mylan"|1 tablet 2 gange daglig|S
28103848805|Lamotrigin "Mylan"|1 tablet daglig|S
